JAPONICA NIPPONBARE POSITIONS	ASSAY ID	ACCESSION	SUBPOPULATION
KABIN::IRGC 29752-1::[IRIS 313-11084]	IRIS 313-11084		ind3
HTAWPATT::IRGC 33125-2::[IRIS 313-11130]	IRIS 313-11130	IRGC 128055	indx
KALAI::IRGC 33151-2::[IRIS 313-11131]	IRIS 313-11131	IRGC 132254	indx
KALALAN::IRGC 33154-2::[IRIS 313-11132]	IRIS 313-11132	IRGC 128065	indx
MANSAT 3::IRGC 33341-1::[IRIS 313-11134]	IRIS 313-11134	IRGC 135771	indx
MAUNG NYO::IRGC 33351-2::[IRIS 313-11135]	IRIS 313-11135	IRGC 128108	ind3
NGASEIN THEEDAT (C 30)::IRGC 33504-2::[IRIS 313-11138]	IRIS 313-11138	IRGC 128119	ind3
KHAO HAE::IRGC 29773-3::[IRIS 313-11085]	IRIS 313-11085	IRGC 132273	indx
PADAN::IRGC 33544-2::[IRIS 313-11140]	IRIS 313-11140	IRGC 128123	ind3
SHWENI::IRGC 33686-2::[IRIS 313-11141]	IRIS 313-11141	IRGC 128161	indx
SHWEPULAY::IRGC 33696-2::[IRIS 313-11142]	IRIS 313-11142	IRGC 128162	ind3
TANBAUNG::IRGC 33732-2::[IRIS 313-11143]	IRIS 313-11143	IRGC 128180	indx
TAUNGDI::IRGC 33746-2::[IRIS 313-11144]	IRIS 313-11144	IRGC 128181	indx
THEEDAT NGASEIN::IRGC 33779-2::[IRIS 313-11146]	IRIS 313-11146	IRGC 128185	indx
YEBAW::IRGC 33875-2::[IRIS 313-11148]	IRIS 313-11148	IRGC 128203	ind3
KHAO THAMA::IRGC 29838-2::[IRIS 313-11086]	IRIS 313-11086	IRGC 128087	ind3
YODAYA::IRGC 33901-2::[IRIS 313-11149]	IRIS 313-11149	IRGC 128204	ind3
E 21::IRGC 33929-2::[IRIS 313-11151]	IRIS 313-11151	IRGC 128035	ind3
AC 74::IRGC 33967-1::[IRIS 313-11152]	IRIS 313-11152	IRGC 127103	ind1A
PONG SANG A::IRGC 29881-2::[IRIS 313-11087]	IRIS 313-11087		ind3
B 38::IRGC 34409-1::[IRIS 313-11160]	IRIS 313-11160	IRGC 127195	ind3
SABRAN::IRGC 34630-1::[IRIS 313-11162]	IRIS 313-11162	IRGC 127775	ind1B
NATEL BORO::IRGC 34749-1::[IRIS 313-11163]	IRIS 313-11163	IRGC 127652	aus
BAK TULSI::IRGC 34831-1::[IRIS 313-11164]	IRIS 313-11164	IRGC 127205	aus
DUBRAJ::IRGC 34904-1::[IRIS 313-11167]	IRIS 313-11167	IRGC 127343	ind2
KADA CHOPA::IRGC 34954-1::[IRIS 313-11168]	IRIS 313-11168	IRGC 127473	aus
SRAU KHSAI::IRGC 29896-2::[IRIS 313-11088]	IRIS 313-11088	IRGC 128170	ind3
M 142::IRGC 35054-1::[IRIS 313-11171]	IRIS 313-11171	IRGC 127583	aus
CEMPO CINA::IRGC 35581-2::[IRIS 313-11182]	IRIS 313-11182	IRGC 128009	ind3
SLO 19::IRGC 35157-1::[IRIS 313-11174]	IRIS 313-11174	IRGC 127817	aus
BKN 7130-1017-2::IRGC 36531-2::[IRIS 313-11192]	IRIS 313-11192	IRGC 127997	ind3
KHAO PAH 8-5-38::IRGC 36587-1::[IRIS 313-11194]	IRIS 313-11194	IRGC 135760	ind3
DICULA::IRGC 36729-2::[IRIS 313-11196]	IRIS 313-11196	IRGC 132333	ind3
K 17-9-1-1::IRGC 36778-1::[IRIS 313-11197]	IRIS 313-11197	IRGC 127471	indx
SYNTHETIC SATIVA::IRGC 36842-2::[IRIS 313-11199]	IRIS 313-11199	IRGC 128176	indx
BR 52-87-1::IRGC 36849-2::[IRIS 313-11200]	IRIS 313-11200	IRGC 128002	ind1B
GOCHIAGARI::IRGC 37086-2::[IRIS 313-11203]	IRIS 313-11203	IRGC 128044	ind2
KAZALSAIL::IRGC 37161-2::[IRIS 313-11205]	IRIS 313-11205	IRGC 128075	ind2
PARIJAT::IRGC 37272-2::[IRIS 313-11208]	IRIS 313-11208	IRGC 128129	indx
VADAI::IRGC 37341-1::[IRIS 313-11209]	IRIS 313-11209	IRGC 135806	ind2
KADAMSAIL::IRGC 37468-2::[IRIS 313-11211]	IRIS 313-11211	IRGC 128063	ind2
BLACK 28-564::IRGC 37815-2::[IRIS 313-11219]	IRIS 313-11219	IRGC 127998	ind2
CHITRAJ 14-134::IRGC 37837-2::[IRIS 313-11220]	IRIS 313-11220	IRGC 128015	ind2
CYLINDRICAL 30-605::IRGC 37845-2::[IRIS 313-11221]	IRIS 313-11221	IRGC 128022	ind2
DUDHSWAR 15-157::IRGC 37967-2::[IRIS 313-11222]	IRIS 313-11222	IRGC 132308	ind2
PATNAI 31-679::IRGC 38149-2::[IRIS 313-11224]	IRIS 313-11224	IRGC 128130	ind2
SADAJIRA (DEEP STRAW) 16-194::IRGC 38251-2::[IRIS 313-11225]	IRIS 313-11225	IRGC 132265	indx
SADAJIRA 19-258::IRGC 38293-2::[IRIS 313-11226]	IRIS 313-11226	IRGC 128153	ind2
SADAJIRA 19-317::IRGC 38344-2::[IRIS 313-11227]	IRIS 313-11227	IRGC 128154	ind2
SADAJIRA 19-339::IRGC 38361-2::[IRIS 313-11228]	IRIS 313-11228	IRGC 128155	ind2
STRAW 23-428::IRGC 38416-2::[IRIS 313-11229]	IRIS 313-11229	IRGC 128171	ind2
STRAW 23-438::IRGC 38426-2::[IRIS 313-11230]	IRIS 313-11230	IRGC 128172	ind2
STRAW 23-471::IRGC 38456-1::[IRIS 313-11231]	IRIS 313-11231	IRGC 135799	ind2
SPR 7284-57-5::IRGC 38649-1::[IRIS 313-11233]	IRIS 313-11233	IRGC 127823	ind1B
LIGUNGTUNG::IRGC 38786-1::[IRIS 313-11234]	IRIS 313-11234	IRGC 127563	indx
PINILING DANIEL::IRGC 38828-2::[IRIS 313-11235]	IRIS 313-11235	IRGC 128137	indx
LIONG ORN::IRGC 38875-2::[IRIS 313-11236]	IRIS 313-11236	IRGC 128523	ind3
TAICHUNG SEN YU 214::IRGC 38899-1::[IRIS 313-11237]	IRIS 313-11237	IRGC 127835	ind1B
B 737 G-KN-23-1::IRGC 39203-2::[IRIS 313-11239]	IRIS 313-11239	IRGC 127978	indx
CR 157-392-4::IRGC 39247-2::[IRIS 313-11240]	IRIS 313-11240	IRGC 128020	indx
BR 116-3B-53::IRGC 39559-2::[IRIS 313-11241]	IRIS 313-11241	IRGC 128001	ind2
SI OMPAN LAMA::IRGC 35481-1::[IRIS 313-11179]	IRIS 313-11179	IRGC 127810	ind3
RATNAGIRI 45-2::IRGC 39709-1::[IRIS 313-11243]	IRIS 313-11243	IRGC 127765	admix
W 1014-162::IRGC 39871-1::[IRIS 313-11244]	IRIS 313-11244		indx
RP 20-12::IRGC 40031-2::[IRIS 313-11245]	IRIS 313-11245	IRGC 128151	indx
RP 1153-20-14::IRGC 40131-2::[IRIS 313-11247]	IRIS 313-11247	IRGC 132431	indx
IR 4535-PP 23-6-8-1::IRGC 40402-2::[IRIS 313-11249]	IRIS 313-11249	IRGC 132341	indx
IR 9560-2-6-3::IRGC 40451-1::[IRIS 313-11250]	IRIS 313-11250	IRGC 127441	ind1B
IR 4500-5-1-1::IRGC 40552-2::[IRIS 313-11251]	IRIS 313-11251	IRGC 132340	ind1B
SIPULUIK ARANG::IRGC 35488-2::[IRIS 313-11180]	IRIS 313-11180	IRGC 128166	ind3
ADR 52::IRGC 40638-2::[IRIS 313-11252]	IRIS 313-11252		indx
SML CAMPONI::IRGC 40642-1::[IRIS 313-11253]	IRIS 313-11253		indx
TIEN SOM::IRGC 40759-2::[IRIS 313-11254]	IRIS 313-11254	IRGC 128186	ind3
ARC 12411::IRGC 41047-2::[IRIS 313-11256]	IRIS 313-11256	IRGC 127941	indx
ARC 13785::IRGC 41218-2::[IRIS 313-11261]	IRIS 313-11261	IRGC 127951	indx
ARC 13888::IRGC 41288-2::[IRIS 313-11262]	IRIS 313-11262	IRGC 127952	indx
ARC 13934::IRGC 41325-2::[IRIS 313-11264]	IRIS 313-11264	IRGC 132241	indx
ARC 14347::IRGC 41517-2::[IRIS 313-11266]	IRIS 313-11266	IRGC 127955	indx
ARC 14975::IRGC 41848-1::[IRIS 313-11275]	IRIS 313-11275	IRGC 127156	indx
ARC 15319::IRGC 42007-1::[IRIS 313-11278]	IRIS 313-11278		indx
ARC 15455::IRGC 42040-2::[IRIS 313-11279]	IRIS 313-11279	IRGC 127967	indx
ARC 15486::IRGC 42055-1::[IRIS 313-11280]	IRIS 313-11280	IRGC 135735	indx
ARC 15505::IRGC 42066-1::[IRIS 313-11281]	IRIS 313-11281	IRGC 131967	ind1A
ARC 15589::IRGC 42096-2::[IRIS 313-11282]	IRIS 313-11282	IRGC 132243	ind2
ARC 15743::IRGC 42127-2::[IRIS 313-11283]	IRIS 313-11283	IRGC 132320	indx
ARC 18001::IRGC 42195-2::[IRIS 313-11284]	IRIS 313-11284	IRGC 135638	indx
ARC 18371::IRGC 42423-2::[IRIS 313-11287]	IRIS 313-11287	IRGC 127969	indx
ARC 18434::IRGC 42429-2::[IRIS 313-11288]	IRIS 313-11288	IRGC 127970	indx
ARC 10120::IRGC 42557-2::[IRIS 313-11292]	IRIS 313-11292	IRGC 127929	indx
ARC 14299::IRGC 42889-2::[IRIS 313-11299]	IRIS 313-11299	IRGC 127954	indx
ARC 14868::IRGC 43009-2::[IRIS 313-11301]	IRIS 313-11301	IRGC 127963	ind2
ARC 14899::IRGC 43016-1::[IRIS 313-11302]	IRIS 313-11302	IRGC 127154	indx
ARC 15097::IRGC 43053-1::[IRIS 313-11303]	IRIS 313-11303	IRGC 128228	indx
ARC 15373::IRGC 43166-2::[IRIS 313-11305]	IRIS 313-11305	IRGC 127964	indx
ARC 15385::IRGC 43174-1::[IRIS 313-11306]	IRIS 313-11306	IRGC 127159	indx
ARC 15387::IRGC 43175-2::[IRIS 313-11307]	IRIS 313-11307	IRGC 127965	indx
ARC 15403::IRGC 43183-2::[IRIS 313-11308]	IRIS 313-11308	IRGC 127966	ind2
ARC 15929::IRGC 43269-2::[IRIS 313-11310]	IRIS 313-11310	IRGC 127968	ind2
PADI HITAM::IRGC 43496-1::[IRIS 313-11312]	IRIS 313-11312	IRGC 135781	ind3
RANTAT::IRGC 43563-1::[IRIS 313-11316]	IRIS 313-11316	IRGC 135790	ind3
SI RANTING::IRGC 43645-2::[IRIS 313-11317]	IRIS 313-11317	IRGC 128167	ind3
TUBU::IRGC 43677-2::[IRIS 313-11318]	IRIS 313-11318	IRGC 128195	ind3
KENCANA RANDAH::IRGC 43709-2::[IRIS 313-11319]	IRIS 313-11319		ind3
MAYAS PUTIH::IRGC 43727-2::[IRIS 313-11320]	IRIS 313-11320		ind3
GANDHISAIL::IRGC 43826-2::[IRIS 313-11321]	IRIS 313-11321	IRGC 128043	ind2
JASURE AUS::IRGC 43860-1::[IRIS 313-11322]	IRIS 313-11322	IRGC 127449	aus
ARC 14737::IRGC 41729-2::[IRIS 313-11271]	IRIS 313-11271	IRGC 127961	ind2
BLM 70::IRGC 43989-1::[IRIS 313-11325]	IRIS 313-11325	IRGC 135739	indx
BR 51-115-4::IRGC 43999-1::[IRIS 313-11326]	IRIS 313-11326	IRGC 127237	indx
JAO' HAWN MAE JAN::IRGC 44022-2::[IRIS 313-11327]	IRIS 313-11327	IRGC 128061	ind3
ALAMINOS::IRGC 44268-2::[IRIS 313-11330]	IRIS 313-11330	IRGC 132236	ind3
AMPIPIT::IRGC 44272-2::[IRIS 313-11331]	IRIS 313-11331	IRGC 132237	ind3
DINGRAS::IRGC 44402-1::[IRIS 313-11334]	IRIS 313-11334		ind3
INANUPAN::IRGC 44461-2::[IRIS 313-11335]	IRIS 313-11335	IRGC 132339	ind2
LOBANG (WHITE)::IRGC 44548-2::[IRIS 313-11338]	IRIS 313-11338	IRGC 128097	indx
MILAGROSA::IRGC 44634-2::[IRIS 313-11339]	IRIS 313-11339	IRGC 128109	ind2
MINDANAO::IRGC 44642-2::[IRIS 313-11341]	IRIS 313-11341	IRGC 128110	ind3
PURTOK (MALAGKIT)::IRGC 44707-2::[IRIS 313-11343]	IRIS 313-11343	IRGC 132263	ind3
SAMON::IRGC 44735-2::[IRIS 313-11344]	IRIS 313-11344	IRGC 128157	ind3
ARC 14860::IRGC 41793-2::[IRIS 313-11273]	IRIS 313-11273	IRGC 127962	indx
WAGWAG::IRGC 44802-1::[IRIS 313-11345]	IRIS 313-11345	IRGC 127891	indx
WAGWAG PUTI::IRGC 44804-2::[IRIS 313-11346]	IRIS 313-11346	IRGC 132371	ind1B
WAGWAG RAOIS::IRGC 44805-1::[IRIS 313-11347]	IRIS 313-11347	IRGC 127892	indx
BANCHI::IRGC 45055-2::[IRIS 313-11351]	IRIS 313-11351	IRGC 127986	ind2
CAC 75::IRGC 45352-2::[IRIS 313-11354]	IRIS 313-11354	IRGC 128008	ind2
CR 579-1-3::IRGC 45443-2::[IRIS 313-11357]	IRIS 313-11357	IRGC 128021	ind1B
DAHARNAGRA::IRGC 45465-2::[IRIS 313-11359]	IRIS 313-11359	IRGC 128024	ind2
KHEJURTHUPI::IRGC 46137-2::[IRIS 313-11363]	IRIS 313-11363	IRGC 128089	ind2
KHIRPULI::IRGC 46143-1::[IRIS 313-11364]	IRIS 313-11364	IRGC 135761	indx
LANJALI::IRGC 46236-2::[IRIS 313-11365]	IRIS 313-11365	IRGC 128095	indx
RANACHANDRABHOG::IRGC 46567-2::[IRIS 313-11369]	IRIS 313-11369	IRGC 128146	ind2
SUFALDHULA::IRGC 46698-2::[IRIS 313-11372]	IRIS 313-11372	IRGC 128173	ind2
LINANGAN::IRGC 47255-2::[IRIS 313-11381]	IRIS 313-11381	IRGC 132351	ind3
HONDERAWALA::IRGC 47372-1::[IRIS 313-11382]	IRIS 313-11382		indx
CHIEM NGAN::IRGC 47488-1::[IRIS 313-11383]	IRIS 313-11383	IRGC 127274	indx
CHIEM TONG NHAT 1::IRGC 47496-1::[IRIS 313-11384]	IRIS 313-11384	IRGC 127275	indx
IR 9747 SEL::IRGC 47695-1::[IRIS 313-11385]	IRIS 313-11385	IRGC 127442	indx
KHAO DAWK MALI TIA::IRGC 47773-2::[IRIS 313-11386]	IRIS 313-11386	IRGC 128083	ind3
SAHM RUANG NAK::IRGC 47818-1::[IRIS 313-11387]	IRIS 313-11387		ind3
LEUANG PRA TAHN::IRGC 48292-2::[IRIS 313-11389]	IRIS 313-11389		ind3
SA MER::IRGC 48454-2::[IRIS 313-11392]	IRIS 313-11392	IRGC 128156	ind3
SAWNG RUANG::IRGC 48458-2::[IRIS 313-11393]	IRIS 313-11393	IRGC 132267	ind3
INDO NO 13030::IRGC 48630-2::[IRIS 313-11394]	IRIS 313-11394	IRGC 128057	indx
RAYDHAN 1::IRGC 49127-2::[IRIS 313-11399]	IRIS 313-11399	IRGC 128148	indx
ECHORSAIL::IRGC 49182-1::[IRIS 313-11400]	IRIS 313-11400		indx
SUITE JORA::IRGC 49257-2::[IRIS 313-11402]	IRIS 313-11402	IRGC 128174	indx
AEB 368 RIP P TYPE ADT::IRGC 49359-2::[IRIS 313-11403]	IRIS 313-11403	IRGC 127923	indx
AMON 4::IRGC 49375-2::[IRIS 313-11404]	IRIS 313-11404	IRGC 127925	ind2
A 28-6::IRGC 49409-2::[IRIS 313-11406]	IRIS 313-11406	IRGC 127921	ind3
CHITRAKALI::IRGC 49524-2::[IRIS 313-11408]	IRIS 313-11408	IRGC 128016	ind2
CUTTACK 29::IRGC 49573-1::[IRIS 313-11409]	IRIS 313-11409	IRGC 127289	ind2
C 28-16::IRGC 49580-1::[IRIS 313-11410]	IRIS 313-11410	IRGC 132393	indx
DONRADAO::IRGC 49604-1::[IRIS 313-11411]	IRIS 313-11411	IRGC 127342	ind2
KONAMANI::IRGC 49806-1::[IRIS 313-11416]	IRIS 313-11416	IRGC 127529	ind2
MATALI::IRGC 49891-2::[IRIS 313-11418]	IRIS 313-11418	IRGC 128106	ind2
MUTHA SAMBA::IRGC 49924-2::[IRIS 313-11419]	IRIS 313-11419		indx
TULASIBAS::IRGC 50192-2::[IRIS 313-11421]	IRIS 313-11421	IRGC 128196	ind2
YIKONG::[B006]	B006	IRGC 136078	indx
MALAIHONG::[B010]	B010		ind1A
CO 22::[B011]	B011	IRGC 135870	indx
2037(RAJAHAMSAL)::[B012]	B012	IRGC 135815	ind2
KAHAMU::[B015]	B015	IRGC 135963	ind1A
BULEIDA A-75::[B019]	B019	IRGC 135852	indx
SELN 244A6-20::[B021]	B021	IRGC 136044	indx
XIANLUOSICHI::[B024]	B024	IRGC 136076	ind1A
PADI LADANG ASE POLO KOMEK::[B026]	B026	IRGC 136017	indx
C 894-21::[B027]	B027	IRGC 135858	ind3
NGATSIN::[B031]	B031	IRGC 136007	ind2
ROHINI::[B032]	B032	IRGC 136034	ind1B
BW 293-2::[B033]	B033	IRGC 135853	ind1B
AMERICAN RICE::[B035]	B035	IRGC 135828	indx
K 24::[B040]	B040	IRGC 135962	indx
ZACAODAO 13::[B049]	B049	IRGC 136086	aus
GZ 1368-5-4::[B051]	B051	IRGC 135899	indx
AIJIAONANTE::[B060]	B060	IRGC 117600	ind1A
GUANGLUAI 4::[B061]	B061		ind1A
HUANGSIGUIZHAN::[B065]	B065		indx
JINXIBAI2::[B073]	B073		indx
TAISHANNUO::[B074]	B074		ind1A
ESINIU::[B079]	B079	IRGC 135887	ind1A
HEIDU 4::[B081]	B081	IRGC 135901	ind1A
QIYUEXIAN::[B082]	B082		indx
MUGUANUO::[B086]	B086		admix
SAN**QISHILUO::[B088]	B088		indx
XIAOHONGGU::[B091]	B091		indx
GONGJU 73::[B092]	B092		ind1A
MOWANGGUNEIZA::[B095]	B095		indx
JINZHINUO4::[B096]	B096		indx
JIIENUO::[B097]	B097		indx
JIABALA::[B104]	B104		ind1A
BAOXUAN 21 A::[B105]	B105		indx
DAWANNUO::[B107]	B107		indx
XIANGGU::[B108]	B108		indx
LIUSHA 1::[B112]	B112		ind1A
CHENWAN 3::[B113]	B113		indx
CHENGDUAI 3::[B114]	B114		ind1A
AIMAKANG::[B115]	B115		ind1A
SHUFENG 101::[B116]	B116		indx
ERGANGAI::[B118]	B118		indx
LUKE 3::[B121]	B121		ind1A
ZAOSHUXIANGHEIMI::[B123]	B123		indx
XIANGWANXIAN 3::[B125]	B125		indx
ZAOXIAN 240::[B126]	B126		ind1A
DANGYU 5::[B127]	B127		ind1A
SIBEITIZHAO 6::[B128]	B128		indx
HONGAINUO::[B129]	B129		indx
AIZIZHAN::[B131]	B131		indx
YANSHUICHI::[B133]	B133		indx
HONGGENGHANGU3::[B135]	B135		indx
PEI C122::[B140]	B140		ind1A
HUHUI 628::[B144]	B144		japx
L 301B::[B150]	B150		ind1A
JINNANTE 43B::[B151]	B151		ind1A
G ZHENSHAN 97B::[B156]	B156		ind1A
88B::[B157]	B157		ind1A
TAIZHONGZAILAI 1/TAIZHONG65::[B159]	B159		indx
LIUSHIZAO::[B163]	B163		ind1A
HAOHUANGLA::[B165]	B165		indx
TJANTAJAN::[B173]	B173	IRGC 136056	admix
P1790-5-1M-4-5M-1B-3M-B::[B180]	B180	IRGC 136016	indx
R42::[B192]	B192	IRGC 136033	admix
ECIA 179-S13::[B194]	B194	IRGC 135886	ind1B
TAIZHONGXIANXUAN 2::[B197]	B197		ind1A
JINYOU 1::[B200]	B200	IRGC 135959	ind1B
LUCAIHAO::[B208]	B208		ind1A
NANXIONGZAOYOUZHAN::[B210]	B210		ind1A
XUANENCHANGTANQINGZHAN::[B214]	B214		ind1B
HANMADAO4::[B216]	B216		ind1A
HONGGU::[B217]	B217		ind1B
HAOLAI::[B219]	B219		indx
XIANGWANXIAN 1::[B233]	B233		indx
AITUOGU 151::[B234]	B234		ind1A
MOMI::[B238]	B238		indx
ZHENDAO 232::[B239]	B239	IRGC 136091	ind1A
GUI 630::[B242]	B242		indx
XIANGDAO::[B244]	B244		ind1A
LAOZAOGU::[B246]	B246		indx
JINNANTE B::[B247]	B247		indx
XIANGAI B::[B252]	B252		indx
DIANRUI 409B::[B255]	B255		indx
SANBAILI::[B264]	B264		ind1A
WUKEZHAN::[B265]	B265		indx
NON SPECIFIED::[B267]	B267		indx
NANGAOGU::[B268]	B268		indx
GANG 46B::[CX10]	CX10	IRGC 135890	ind1A
HEI MI CHAN::[CX101]	CX101	IRGC 135902	ind1A
TEK SI CHUT::[CX102]	CX102	IRGC 136053	ind1A
GUANG LU AI 4::[CX114]	CX114		ind1A
IR65600-27-1-2-2::[CX117]	CX117	IRGC 135930	indx
YETUOZAI::[CX118]	CX118		indx
HUAGENGXIAN 74::[CX12]	CX12	IRGC 135909	indx
TKM6::[CX120]	CX120	IRGC 136057	indx
GUANG122::[CX121]	CX121		ind1B
TAI-ZHONG-XIAN 10::[CX122]	CX122		indx
CAOZHAO-2::[CX125]	CX125		ind1B
ZALE::[CX131]	CX131	IRGC 136087	ind1A
ZHENGSHAN97::[CX133]	CX133		ind1A
IRBB7::[CX134]	CX134	IRGC 135948	ind1B
QD_441::[CX138]	CX138		japx
PADI SIAM KUNING::[CX141]	CX141	IRGC 136019	ind3
HTA7204::[CX144]	CX144	IRGC 135906	indx
MINGHUI 63::[CX145]	CX145	IRGC 117271	indx
SEBERANG::[CX147]	CX147		indx
SRI RAJA::[CX148]	CX148	IRGC 136050	ind3
Y134::[CX15]	CX15	IRGC 136077	ind1B
CHOROFA::[CX150]	CX150	IRGC 135865	ind1B
CISADANE::[CX152]	CX152	IRGC 135866	ind1B
KHAO DAWK MALI 105::[CX154]	CX154	IRGC 135967	ind3
MR84::[CX156]	CX156	IRGC 135995	indx
TN1::[CX162]	CX162		ind1A
SLG1::[CX182]	CX182	IRGC 136047	indx
BR11::[CX2]	CX2	IRGC 135847	indx
IR2061-522-6-9::[CX206]	CX206	IRGC 135918	ind1B
GAOZI::[CX207]	CX207		indx
BG90-2::[CX21]	CX21	IRGC 135842	ind1B
QB_604::[CX210]	CX210	IRGC 136028	admix
TYPE3::[CX218]	CX218	IRGC 136061	ind1B
FL478::[CX219]	CX219	IRGC 135888	indx
PR106::[CX22]	CX22	IRGC 136022	ind1B
IR77298-14-1-2::[CX225]	CX225	IRGC 135938	ind1B
IR06G113::[CX226]	CX226	IRGC 135916	ind1B
KASALATH::[CX227]	CX227	IRGC 117617	aus
IR64-IL::[CX230]	CX230	IRGC 135929	ind1B
IR52561-UBN-1-1-2::[CX231]	CX231	IRGC 135923	indx
IR58821-23-1-3-1::[CX233]	CX233	IRGC 135926	indx
IR62266-42-6-2::[CX234]	CX234	IRGC 135928	indx
NSIC RC9 (APO)::[CX235]	CX235	IRGC 136013	indx
VANDANA::[CX236]	CX236	IRGC 117598	indx
B6136-3-TB-0-1-5::[CX237]	CX237	IRGC 135834	ind1B
TKM 9::[CX24]	CX24	IRGC 136058	indx
CARIJO::[CX240]	CX240	IRGC 135859	indx
829::[CX250]	CX250	IRGC 135820	ind1B
AMOL3(SANA)::[CX26]	CX26		ind1B
PADISENEMOK::[CX263]	CX263	IRGC 136018	indx
MONOLAYA::[CX265]	CX265	IRGC 135988	indx
IET1444::[CX267]	CX267	IRGC 135914	indx
KHAZAR::[CX27]	CX27	IRGC 135969	indx
NONA BOKRA::[CX273]	CX273		indx
IR26::[CX274]	CX274	IRGC 135919	indx
IR34::[CX275]	CX275		indx
IR8192-200-3-3-1-1::[CX276]	CX276	IRGC 135939	ind1B
02428-IL::[CX277]	CX277	IRGC 135810	japx
GAYABYEO::[CX28]	CX28	IRGC 135892	ind1B
IR68897B::[CX281]	CX281	IRGC 135934	ind1B
D11::[CX288]	CX288	IRGC 135874	indx
DUO 57::[CX290]	CX290		ind1B
D15::[CX291]	CX291	IRGC 135875	indx
IR74::[CX296]	CX296	IRGC 135937	indx
BR24::[CX3]	CX3	IRGC 117623	ind1A
LX2007::[CX303]	CX303	IRGC 135976	indx
LUYIN 46::[CX304]	CX304	IRGC 135975	indx
ZH5::[CX305]	CX305	IRGC 136090	ind1B
R106::[CX313]	CX313		indx
117::[CX314]	CX314	IRGC 135813	ind1B
HEIHEAIHUI::[CX318]	CX318		indx
MENGGUANDAMAGU::[CX319]	CX319		indx
MANAUTHUKHA::[CX32]	CX32	IRGC 135980	japx
BAOXUAN 21 B::[CX328]	CX328		ind1A
HUA 564::[CX340]	CX340	IRGC 135907	ind1B
HUA 565::[CX341]	CX341	IRGC 135908	indx
WANXIAN 763::[CX342]	CX342	IRGC 136068	indx
SAGC-4::[CX346]	CX346	IRGC 136038	indx
ZHONGHUA 1::[CX348]	CX348	IRGC 136093	ind1B
BG 94-1::[CX35]	CX35	IRGC 135843	indx
PSBRC80::[CX357]	CX357	IRGC 136023	ind1B
PSBRC82::[CX358]	CX358	IRGC 136024	ind1B
Y075::[CX360]	CX360		ind1B
G341::[CX361]	CX361		ind1B
YZX1::[CX362]	CX362		ind1B
YZX2::[CX363]	CX363		indx
42686::[CX364]	CX364		ind1B
IRBB62::[CX369]	CX369	IRGC 135947	ind1B
OM997::[CX37]	CX37	IRGC 136015	ind1B
CHENGHUI 727::[CX370]	CX370		ind1B
NERICA-L-27::[CX377]	CX377	IRGC 136006	ind1B
HUHAN 15::[CX378]	CX378		ind1B
NIONOKA::[CX379]	CX379	IRGC 136008	ind1B
ADNY 11::[CX381]	CX381	IRGC 135821	ind1B
KOGOMG 1-1::[CX382]	CX382	IRGC 135971	ind1B
NPT-114::[CX386]	CX386	IRGC 136012	indx
1088::[CX387]	CX387	IRGC 135812	ind1B
KR200::[CX388]	CX388	IRGC 135972	ind1B
YUELIANGGU::[CX390]	CX390		indx
SARD::[CX392]	CX392	IRGC 136043	indx
HUANGSIZHAN::[CX393]	CX393		ind1B
MOLIZHANXUAN::[CX394]	CX394	IRGC 135985	ind1B
MATATAG2::[CX399]	CX399	IRGC 135982	ind1B
IR68552-55-3-2::[CX42]	CX42	IRGC 135933	indx
IR66897B::[CX43]	CX43	IRGC 135931	ind1B
DUOXI 1::[CX431]	CX431		indx
IR58025B::[CX44]	CX44	IRGC 135925	ind1B
DHAN4::[CX45]	CX45	IRGC 135877	ind1B
PT60::[CX48]	CX48		indx
108S::[CX5]	CX5		indx
DIANDUN 502::[CX52]	CX52	IRGC 135878	indx
JIANGXISIMIAO::[CX53]	CX53	IRGC 135954	indx
LINYITANGDAO::[CX54]	CX54		indx
RR2-6::[CX542]	CX542		indx
MILAGROSA, ZAWA BANDAY::[CX59]	CX59	IRGC 135983	aro
BASMATI::[CX60]	CX60	IRGC 117652	ind1B
IRAT 352::[CX64]	CX64	IRGC 135943	ind3
TAROM MOLAII::[CX66]	CX66	IRGC 136052	aro
MR77(SEBERANG )::[CX70]	CX70	IRGC 135994	indx
BG304::[CX76]	CX76	IRGC 135841	ind1B
CS94::[CX79]	CX79	IRGC 135873	ind1B
CHENGHUI 448::[CX8]	CX8		indx
X22::[CX83]	CX83	IRGC 136074	ind1B
C71::[CX85]	CX85		indx
C70::[CX86]	CX86		indx
M202::[CX89]	CX89	IRGC 135977	indx
CHHOMROMG::[CX90]	CX90	IRGC 135863	ind1B
UPR 191-66::[CX92]	CX92	IRGC 136063	ind1B
SWARNA::[CX94]	CX94	IRGC 117278	indx
AJAYA::[CX96]	CX96	IRGC 135824	ind1B
BUDDA::[CX97]	CX97	IRGC 135851	ind1B
DODDI::[CX99]	CX99	IRGC 135883	ind2
CX408::[CX408]	CX408		ind1B
CX409::[CX409]	CX409		ind1B
CX410::[CX410]	CX410		ind1B
CX411::[CX411]	CX411		ind1B
CX413::[CX413]	CX413		ind1B
CX414::[CX414]	CX414		ind1B
CX416::[CX416]	CX416		ind1B
CX417::[CX417]	CX417		ind1B
CX418::[CX418]	CX418		ind1B
